GENE 	AB_1-0	AB_1-1	AB_1-2	AB_1-3	AB_1-4	AB_2-0	AB_2-1	AB_2-2	AB_2-3	AB_2-4	AB_4-0	AB_4-1	AB_4-2	AB_4-3	AB_4-4
BAG6	6006	15878	15294	25346	12166	8340	12094	10412	9302	27662	20746	22972	18476	25000	15272
BAGE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAGE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAHCC1	62	1496	2012	8676	5382	80	1364	1530	1692	4538	98	3106	2138	1592	2484
BAHD1	2008	4376	4808	6056	3206	5564	4208	3064	1892	2972	8198	5524	3284	4088	2006
BAI1	480	976	540	638	444	432	566	364	412	1198	1968	1732	1054	790	760
BAI2	842	680	2994	5868	3684	1600	662	3648	1642	3288	2410	1580	5832	6752	1976
BAI3	46	10	82	214	164	36	40	84	68	56	32	60	112	82	12
BAIAP2	618	2566	1474	2618	1162	1012	1870	1070	702	1888	2338	2560	1512	2272	1248
BAIAP2L1	3772	4576	5504	9748	3748	5084	4898	3874	2992	3608	5788	7334	4774	6822	1940
BAIAP2L2	78	40	48	54	40	100	12	22	30	110	288	54	52	54	46
BAIAP3	98	58	164	1126	774	150	56	198	380	758	324	122	328	506	416
BAK1	2452	4400	4454	5078	3276	2346	3548	3028	2376	5524	6260	5744	3802	4074	3054
BAMBI	1974	13792	4826	30478	21646	2062	13046	4556	4806	4532	2278	14092	7110	14208	10346
BANF1	7134	4644	3448	4188	4270	2830	2888	2454	3428	11128	9590	7584	5406	6138	6176
BANF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANK1	94	34	8	24	42	78	28	14	12	12	76	90	16	18	14
BANP	728	1098	834	2356	828	818	952	714	702	2168	1776	1694	1442	3364	1392
BAP1	2634	4488	6858	9658	5892	4312	4830	5428	3858	7636	7276	7660	5570	5076	3908
BARD1	2244	1792	4250	3440	2884	4592	1922	2870	1344	1604	2426	2564	1372	1332	718
BARHL1	0	0	0	2	0	0	0	6	2	2	0	0	0	2	0
BARHL2	0	0	0	0	0	0	0	0	2	2	6	0	2	4	6
BARX1	0	96	10	2	0	18	38	24	2	114	148	144	86	28	16
BARX2	0	18	0	32	0	2	8	4	4	64	0	6	0	2	4
BASP1	5992	3752	6966	3240	2846	3012	2036	3542	1910	3096	5122	5534	3200	3394	2562
BASP1P1	10	4	2	0	10	2	0	2	0	6	0	12	2	10	2
BATF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATF2	42	18	8	16	4	62	18	18	2	2	124	46	26	16	8
BATF3	48	52	44	24	4	6	44	16	32	106	64	62	64	38	46
BAX	4070	6666	4302	6714	7502	3054	3272	3034	3628	18248	11324	10558	12974	12858	15780
BAZ1A	2220	7726	15912	8894	7212	4482	9114	10626	4568	3996	3638	10008	5694	4454	3152
BAZ1B	6802	15032	21848	24414	14074	24930	16844	16276	9280	12132	19046	20534	11366	11816	7044
BAZ2A	7102	12632	28632	53886	29630	24756	13572	23312	18998	28472	24236	20562	19970	23116	15368
BAZ2B	2300	942	3714	4952	3918	5310	1284	3016	2988	3164	2304	2570	1580	1564	1452
BBC3	376	630	288	1470	608	232	518	188	592	4072	1106	662	942	2652	1970
BBIP1	1726	582	1584	1708	1402	894	554	1054	1004	1074	762	1132	932	770	534
BBOX1	0	0	10	18	2	0	0	12	0	0	0	2	8	2	4
BBS1	716	786	874	1568	1408	572	530	738	680	1620	954	1404	826	818	824
BBS10	3006	522	2304	2342	2530	2384	580	1828	1054	992	970	912	622	274	400
BBS12	430	288	768	604	772	640	216	600	394	382	312	384	222	90	174
BBS2	604	744	1968	6176	3404	882	770	1368	2806	5354	1152	1586	1406	3328	1984
BBS4	2320	2484	5186	7912	5608	4382	2530	3774	2946	4144	3596	3870	2508	1688	1420
BBS5	534	354	572	1232	1138	470	352	426	404	716	378	372	274	360	214
BBS7	3002	1288	3202	4028	2418	2414	1802	2672	1746	1802	1446	2222	1644	1456	810
BBS9	3930	3074	2658	4420	2266	3870	3066	1580	1420	1842	3230	4674	2164	2852	1544
BBX	5930	4868	20838	30072	16932	10748	6946	17806	16274	14322	5624	10476	9796	12012	7200
BCAM	2846	1604	378	1872	2258	3606	1034	368	458	1448	9012	2212	790	1620	1166
BCAN	54	76	22	32	24	70	68	24	10	18	302	92	48	52	44
BCAP29	5086	2380	6902	7300	8220	4630	2588	5808	4742	4214	2052	4390	2426	2370	1766
BCAP31	5018	9362	6624	6420	7018	4292	7004	4380	4818	12666	9882	11554	5694	6458	6890
BCAR1	2840	4520	1924	5002	2746	3590	3030	1394	1296	4398	12552	5584	4688	11980	4168
BCAR3	800	3436	7376	13390	5478	792	3502	6314	6136	13652	1184	4916	11206	22244	7874
BCAR4	0	0	4	0	2	6	0	0	2	0	0	8	0	0	0
BCAS1	0	20	62	40	0	6	36	38	8	8	8	72	54	26	20
BCAS2	20468	6124	5842	4730	3452	9588	4136	3084	2318	3560	8740	7572	3530	3642	1780
BCAS3	1054	2074	1850	7174	3758	1572	1610	1696	2142	3734	1816	2508	2548	2982	1858
BCAS4	728	150	226	526	468	264	118	134	220	512	970	356	438	372	346
BCAT1	100274	49018	92528	98810	47448	131252	60688	62338	29628	21546	60162	75226	43284	50542	13038
BCAT2	2036	610	2986	6200	3408	1300	1178	2922	8776	25328	3388	1332	6540	11694	7634
BCCIP	18176	8260	12614	6818	4752	14560	9360	7620	3838	3998	10212	12388	5002	3502	2424
BCDIN3D	246	128	284	188	252	234	140	174	90	118	188	200	110	32	70
BCHE	10	70	208	154	92	40	136	110	42	52	54	298	156	48	38
BCKDHA	742	712	726	1882	1202	524	460	580	900	4382	1608	1214	1674	3142	1608
BCKDHB	2872	1058	4262	5042	2468	3236	1020	2468	1668	2314	2244	1808	1406	1404	812
BCKDK	2496	1918	3752	4558	4234	2126	1448	2994	2750	7940	5026	4068	4856	4554	3182
BCL10	8128	2054	5618	5868	3578	7162	2338	4112	1774	1690	2456	2852	1450	1748	916
BCL11A	2616	1030	1184	838	492	2054	992	852	466	672	2172	1652	846	888	616
BCL11B	570	526	2558	1728	1088	930	542	2240	1936	1502	698	872	1982	1252	874
BCL2	446	372	360	894	540	596	310	208	164	240	552	462	96	204	222
BCL2A1	0	2	0	0	0	0	0	0	0	0	6	6	0	0	0
BCL2L1	3632	4504	2448	5390	4712	4798	3468	1556	2058	6852	9534	4486	2504	5144	3744
BCL2L10	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0
BCL2L11	2048	3076	1872	1594	1672	2398	3286	1088	734	1374	1546	3962	496	800	560
BCL2L12	5360	5564	2626	2386	2260	2682	2860	2180	1286	3582	6250	6270	4512	3644	3200
BCL2L13	3776	4184	8086	17830	10210	5916	4910	6690	7014	9204	5368	6968	7342	6728	5198
BCL2L14	122	44	50	278	128	68	24	102	134	148	20	82	80	94	102
BCL2L15	28	14	10	0	16	24	10	2	4	4	10	12	2	0	0
BCL2L2	434	1568	2730	6924	2478	956	1742	2226	2778	3720	926	3004	2280	3946	1370
BCL2L2-PABPN1	0	0	2	0	4	0	0	0	0	10	0	4	0	10	0
BCL3	52	100	228	744	290	6	32	122	212	360	60	132	602	1030	272
BCL6	68	100	130	560	184	118	78	74	74	154	150	184	110	258	52
BCL6B	76	132	108	750	258	188	128	298	248	330	192	456	376	576	146
BCL7A	900	2738	3710	4056	2604	1912	2366	2190	1328	2400	2632	3680	2066	2136	1624
BCL7B	2084	2790	1966	3508	2178	1710	1704	1138	1590	3606	3498	2632	1748	3040	2074
BCL7C	212	1432	844	1042	1352	332	560	918	1026	5786	1440	1978	3028	2258	3818
BCL9	4358	6638	10478	21762	11384	10340	6658	7758	5482	6112	8098	8330	5342	6146	4280
BCL9L	2810	6092	5620	32350	14434	7674	5138	4974	7738	15736	13318	6232	9164	16334	8646
BCLAF1	33638	27120	60868	22038	29540	72392	31910	33930	15740	11940	31886	36902	13404	6074	8790
BCMO1	20	0	0	14	28	6	0	0	4	166	4	2	0	0	14
BCO2	8	16	18	20	16	4	0	12	8	38	6	26	20	14	6
BCOR	12540	7876	8982	15374	7912	16116	7212	7032	4822	7836	13286	8910	6802	8316	4696
BCORL1	536	846	6672	14450	9328	1192	1110	6194	4748	5690	1390	1574	3710	3916	4574
BCORP1	0	0	0	4	0	0	0	0	0	0	2	2	0	0	0
BCR	4708	6286	11028	37410	20006	11270	6780	10662	13840	26162	17920	9002	14300	27772	12864
BCRP2	0	2	0	18	4	2	4	0	4	6	0	2	0	4	4
BCRP3	6	16	2	42	50	12	0	16	14	52	34	22	32	76	38
BCS1L	990	2236	1570	1306	894	1060	1840	1074	886	2070	2304	3258	1862	1552	1302
BCYRN1	0	0	0	2	4	4	0	8	2	0	0	0	0	0	0
BDAG1	0	0	0	2	26	0	0	10	4	8	12	2	0	12	2
BDH1	626	482	522	878	484	590	360	458	686	2446	2024	1006	1036	2304	852
BDH2	5204	1542	2718	2228	2032	3420	2024	2390	1140	1054	1958	2212	1100	748	540
BDKRB1	0	18	4	8	0	0	6	0	0	2	0	26	18	28	8
BDKRB2	0	484	138	186	24	12	616	150	224	142	20	1152	164	118	156
BDNF	640	84	106	246	56	714	88	40	40	48	568	108	56	332	36
BDNF-AS1	42	212	92	136	110	176	134	118	74	38	102	346	166	46	76
BDP1	7756	3810	8436	8058	6660	12746	5274	8248	5566	4068	4990	6408	3442	2884	1952
BEAN1	0	16	8	22	14	0	4	22	20	88	6	4	12	162	24
BECN1	1810	2036	2132	3204	2816	2338	1978	1840	2096	2492	2170	2424	1810	1764	1564
BEGAIN	162	88	42	2	28	76	54	28	12	18	240	66	54	30	36
BEND2	58	0	0	8	0	54	2	42	18	2	0	30	2	6	2
BEND3	11062	5018	4728	3954	2228	13110	5194	3034	2452	2424	10498	5062	1694	2104	1356
BEND4	10670	1880	3438	1800	2154	19848	2322	2056	784	650	9262	3894	1138	994	684
BEND5	234	168	184	354	138	214	102	128	140	548	358	354	342	306	148
BEND6	96	230	184	494	128	156	170	100	48	142	124	274	152	310	132
BEND7	326	620	542	1140	534	316	662	406	340	576	500	760	466	1286	420
BEST1	16	24	8	130	36	22	54	12	10	28	30	76	48	98	14
BEST2	6	6	4	6	4	10	2	6	14	42	76	22	12	18	14
BEST3	0	0	0	4	4	0	0	0	0	6	0	0	0	0	0
BEST4	50	44	10	60	104	52	16	24	80	334	92	46	62	74	80
BET1	5326	1686	6870	3756	2460	3094	1900	3608	2556	2602	2104	2386	2418	1658	1030
BET1L	3244	4696	4778	9248	5170	4372	4644	3746	3134	6856	6206	5690	4298	7160	3446
BET3L	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BEX1	2796	1654	1230	1032	754	1992	956	1008	570	1714	3610	2206	908	650	802
BEX2	1520	582	312	248	182	832	294	188	198	550	1508	826	400	688	394
BEX4	9670	3274	7362	12544	8804	10876	3244	7174	6236	9140	5624	5634	7024	7508	4494
BEX5	224	66	122	240	196	116	198	96	222	260	258	236	298	262	146
BFAR	9348	5808	10170	12424	8262	9318	6682	8026	5128	6716	8272	9268	6114	6034	4114
BFSP1	12	110	38	304	468	82	44	36	102	182	144	96	54	100	122
BFSP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BGLAP	0	0	0	0	6	0	0	4	0	2	0	4	2	6	0
BGN	90	256	336	672	124	112	168	264	152	250	202	464	430	558	160
BHLHA15	0	22	10	6	10	0	12	0	0	12	32	42	6	16	2
BHLHA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHB9	3430	724	2936	2110	1932	4782	1204	1882	1166	1232	2908	1524	1238	976	566
BHLHE22	12	482	646	3950	2980	16	414	372	980	1074	4	344	120	192	520
BHLHE23	0	0	0	2	0	20	0	0	4	0	70	2	0	0	0
BHLHE40	916	9454	12070	10070	1176	956	8344	11574	17080	25986	1156	9658	20076	44328	13498
BHLHE41	48	4	16	552	94	90	10	8	26	118	66	2	0	32	6
BHMT	78	4	2	34	34	80	10	0	2	2	150	2	12	0	0
BHMT2	0	2	0	12	12	2	4	2	0	6	16	8	0	0	0
BICC1	78	108	76	44	58	144	96	60	18	10	110	166	20	8	8
BICD1	1098	920	1028	3020	1606	1896	688	940	990	1422	2596	1702	1316	2938	940
BICD2	4892	5434	10232	12358	7258	7808	6750	8056	6574	8302	6554	8298	7306	10644	4100
BID	4070	1522	912	906	1014	3226	1304	776	378	546	4488	1912	594	478	396
BIK	50	38	46	426	106	104	18	20	16	22	92	30	22	16	14
BIN1	1236	918	1024	4126	1714	926	660	1144	1286	3240	2990	1930	2916	4790	2586
BIN2	14	2	0	0	4	10	0	0	2	0	18	0	0	0	0
BIN3	890	2060	1044	1886	1062	992	1648	824	574	1240	1572	2248	914	832	732
BIRC2	5334	3668	13390	12408	8370	7184	4328	8574	6330	6136	3814	5154	3740	3360	2754
BIRC3	0	8	16	104	30	2	12	10	20	16	2	0	0	26	4
BIRC5	17214	11330	18916	16146	10152	14460	11502	12796	7418	14026	18472	15320	10870	11084	8976
BIRC6	10192	10878	23924	29248	18560	29250	13204	17278	12932	12538	16160	15720	8664	10240	5936
BIRC7	0	0	2	10	8	0	0	0	0	0	0	0	2	0	0
BIRC8	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
BIVM	2046	914	3558	2816	1870	1738	1268	2446	1392	1048	936	1650	1006	606	468
BIVM-ERCC5	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0
BK250D10.8	20	4	14	2	10	0	4	8	10	20	24	34	8	14	22
BLCAP	3440	1310	2206	1504	1832	3638	1310	1406	900	1526	3070	1684	1076	1112	1026
BLID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLK	0	6	0	0	0	0	0	0	0	4	0	4	0	0	0
BLM	8050	4458	10580	5462	5316	15412	6534	7582	2262	1334	5972	6836	2360	1282	984
BLMH	9702	9352	14912	17370	11192	9108	10550	10242	8594	11216	11394	14066	9506	11276	6582
BLNK	0	8	26	10	0	24	14	4	2	2	4	10	8	0	4
BLOC1S1	2068	518	624	756	820	542	278	376	450	1134	1118	628	716	684	788
BLOC1S1-RDH5	0	2	4	2	0	14	0	10	6	2	12	10	4	4	0
BLOC1S2	12262	3356	4342	3196	3292	5046	2394	2090	1964	2092	5962	5044	2244	1868	1504
BLOC1S3	740	304	264	814	362	412	326	184	274	436	478	466	204	508	222
BLVRA	1216	780	828	2446	1672	1158	876	824	856	680	1232	1526	974	972	672
BLVRB	914	450	142	806	432	208	184	160	322	1250	980	614	888	1574	936
BLZF1	638	716	1170	1102	802	916	556	604	586	662	708	934	512	506	354
BMF	852	1420	4932	8632	5804	1318	1744	4566	5730	7300	1950	1676	3152	3358	3840
BMI1	22	196	302	682	426	170	96	218	166	522	142	152	286	282	252
BMP1	180	804	1494	2870	1830	150	586	1218	858	1716	444	1206	1250	1476	1520
BMP10	0	0	4	48	124	0	0	12	4	4	0	2	0	0	2
BMP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP2	1186	31184	64484	89622	79328	1656	31568	57728	28142	32348	886	33906	45134	41052	19224
BMP2K	1990	2652	4682	9900	5572	3392	2620	3250	3230	2826	2694	3816	1956	3258	1138
BMP3	2	6	12	2172	846	18	6	8	42	98	14	4	10	88	22
BMP4	434	3312	11246	27442	11034	514	4068	13920	7828	6216	486	4108	11974	13100	11940
BMP5	42	90	710	17480	14796	50	114	746	3064	2802	16	140	36	390	1822
BMP6	180	86	50	2010	2932	186	52	24	34	64	366	62	2	146	170
BMP7	806	2004	1778	2976	3242	496	1220	810	1152	3644	1044	2136	1722	1924	946
BMP8A	22	14	12	24	36	38	16	22	54	164	18	36	28	18	46
BMP8B	0	14	28	16	48	26	26	8	26	72	18	26	18	26	6
BMPER	86	218	7628	30396	16606	114	238	6316	3366	2236	42	182	6630	5366	4344
BMPR1A	17944	6670	13002	24194	18820	19806	7184	9730	7050	6698	11484	10064	7794	13084	5122
BMPR1B	152	276	608	670	506	250	238	312	378	690	230	356	164	374	200
BMPR2	3622	5672	22352	25388	14996	4622	6262	20108	32558	32600	3336	8422	20608	41556	16000
BMS1	7582	12444	13742	8990	6392	18342	14274	10388	5984	5486	14772	17438	6972	5412	4120
BMS1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P4	40	136	234	358	268	282	120	258	192	312	232	320	172	224	102
BMS1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMX	0	2	4	4	18	0	2	0	0	4	0	6	4	0	2
BNC1	210	6	32	170	114	104	6	42	30	14	94	16	38	58	26
BNC2	1890	110	222	266	156	2846	110	224	78	70	2124	314	120	250	86
BNIP1	538	410	448	1330	400	448	338	314	284	520	568	634	368	1072	278
BNIP2	5942	3316	11942	8786	6196	7988	3696	5850	4472	4326	3958	5520	4192	3710	2306
BNIP3	3908	5310	21224	20148	11324	1818	4636	12336	27876	83178	3142	8770	16630	21992	16058
BNIP3L	11032	2168	10510	14874	11578	7704	2606	8336	7688	9840	4120	3818	3576	2862	2218
BNIPL	90	34	88	50	30	122	42	36	40	92	164	64	42	44	50
BOC	202	46	558	1314	852	374	72	488	214	290	590	98	612	584	392
BOD1	10152	5804	4142	10014	4084	8192	4256	3010	2820	5262	11068	7536	4958	8298	2698
BOD1L	5620	8978	13428	18376	13542	19158	11088	13792	10538	13820	10994	20556	10392	10902	7266
BOD1P	42	20	16	20	6	14	4	0	2	6	46	20	4	20	4
BOK	2248	2748	2790	3700	2278	2266	2456	2262	2106	2976	4262	3506	2294	2530	2352
BOK-AS1	12	0	4	10	0	0	0	0	0	0	0	4	0	0	0
BOLA1	682	484	728	662	760	290	462	612	354	1050	806	1078	876	378	578
BOLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3	5672	1574	702	424	602	1206	688	468	308	1098	2770	2422	1210	1054	960
BOLA3-AS1	606	418	508	436	300	750	348	400	258	394	764	952	450	382	264
BOLL	52	16	30	20	14	10	0	20	2	0	10	36	8	6	0
BOP1	2764	9264	4188	2604	1154	3690	7184	2650	1184	2804	12566	11710	6526	6184	3152
BORA	2118	1426	3552	2454	2098	2470	1374	1948	902	1018	1658	2152	1076	752	562
BPESC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPGM	1800	1386	2108	2136	1370	1720	1622	1468	1146	1306	1696	1872	954	1120	704
BPHL	1076	848	848	1522	1194	814	646	630	832	1546	1386	1474	732	720	766
BPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA1	0	0	0	0	6	0	0	0	8	66	0	2	0	0	6
BPIFA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFA4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPIFB1	12	0	0	0	4	0	0	0	0	6	0	2	0	0	0
BPIFB2	0	6	18	30	8	0	0	12	14	112	0	4	10	10	22
BPIFB3	0	0	0	0	2	10	0	2	0	4	0	4	6	4	2
BPIFB4	0	2	2	14	4	0	0	6	8	28	0	0	2	12	0
BPIFB6	0	0	6	0	0	0	6	0	12	16	0	0	4	0	0
BPIFC	0	2	0	4	2	0	0	4	4	8	0	0	0	6	0
BPNT1	3530	1002	1908	1932	1428	1658	1146	1468	1138	1394	1008	1396	1120	972	754
BPTF	16752	11502	20370	31496	20618	46798	13002	16122	16186	19340	30696	22980	12462	13286	8842
BPY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPY2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPY2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAF	912	872	1358	3392	1506	1264	782	968	1052	1270	1266	1334	1076	2134	552
BRAP	2342	2452	2640	3166	1930	3124	2128	1654	1150	2040	3440	3262	1452	2366	1246
BRAT1	1342	4748	3400	6066	3360	2814	4794	2692	2336	4510	6506	5712	3312	3202	2638
BRCA1	4058	2664	8822	3640	4928	6770	2844	5484	1850	2118	4024	5422	3570	1170	1428
BRCA2	4536	3426	7764	3998	4914	9924	3798	5656	1838	1406	4140	6666	2030	806	740
BRCC3	6312	3136	6500	4420	3352	7060	3016	3838	2030	1704	4612	4518	1636	938	988
BRD1	5048	5016	6364	11892	7046	5436	4888	5238	5254	9308	6668	6966	6124	7660	5160
BRD2	9346	19752	24044	43610	20024	17064	16776	17618	13606	25098	22218	24400	16554	26276	11248
BRD3	5720	6332	10044	15848	9522	9666	6624	7822	6568	11322	12886	10308	8042	7806	6544
BRD4	8892	16962	17184	45056	16712	18832	14798	13768	12060	25796	24038	25792	17754	40630	17358
BRD7	8026	12034	10604	15482	10524	12490	11332	9068	7206	11300	12078	17368	10078	9840	6862
BRD7P3	0	8	6	10	2	12	2	20	14	2	6	8	0	8	10
BRD8	1910	3448	4706	5524	4766	4344	3196	4012	2320	6060	4896	5648	3500	2990	3216
BRD9	2582	4490	4902	7198	4440	4606	5256	3356	2678	3910	6090	6686	3074	3666	2356
BRDT	8	130	286	1736	1302	8	86	182	668	258	6	228	66	386	174
BRE	2108	1300	2174	3832	2114	1484	916	1214	1150	1910	1570	1600	1440	1920	1102
BREA2	0	18	24	40	12	8	42	20	10	62	28	56	22	8	18
BRF1	524	1242	1028	1952	1188	860	1068	860	978	1986	1612	1352	860	1228	862
BRF2	936	1392	760	1924	1160	1056	1196	642	822	1960	1838	1528	822	1808	774
BRI3	4698	3620	2118	5612	3258	1788	1708	1264	1980	6854	5080	4636	4018	7826	3618
BRI3BP	1260	1692	1102	680	856	774	1436	664	542	1004	1646	1896	706	464	468
BRIP1	3916	3546	8840	3596	4802	6794	3762	5074	1574	1768	3754	5686	2386	670	1028
BRIX1	18914	5116	8200	5892	4672	11890	5660	5468	2850	2374	6726	7516	2598	2754	1444
BRK1	10068	5088	5090	4794	3500	3392	2488	2514	2178	5304	7486	5648	3752	4994	3430
BRMS1	3282	8622	8554	9602	4096	7320	7854	5170	2680	5274	10220	9410	4256	6724	3434
BRMS1L	3060	1154	2014	1776	1480	3302	1014	1240	1436	2548	1578	1346	668	924	810
BROX	2534	1614	4554	4310	2480	3328	2026	2908	1466	1216	1782	2368	1148	878	718
BRP44	4132	758	2734	1966	1778	1318	658	2026	1566	1396	1466	1368	2104	2260	746
BRP44L	2168	432	556	416	240	774	330	426	184	146	574	732	154	216	144
BRPF1	1094	3394	2320	4614	2056	1752	2572	1722	1288	3314	4020	4252	2654	4650	1742
BRPF3	3766	5994	7210	14242	5468	6820	5092	5130	6688	10692	6810	6188	4578	13002	6080
BRS3	0	0	0	0	6	8	0	10	4	0	0	0	0	0	0
BRSK1	374	868	1024	2828	1338	420	600	866	1498	5398	1124	1444	2164	4416	2304
BRSK2	834	884	334	688	206	1020	748	220	132	394	2738	1478	296	720	368
BRWD1	9212	5036	18212	30096	20098	19548	7258	16360	15560	13270	7886	9198	9106	10286	4738
BRWD1-IT2	48	8	0	12	6	4	0	2	0	24	6	14	4	0	0
BRWD3	6094	5528	19400	28552	17364	15690	7400	16858	11206	9382	8036	11010	9324	9626	4084
BSCL2	464	518	658	648	530	512	238	390	240	610	416	546	412	358	352
BSDC1	3718	4904	6512	9504	5296	3176	3834	4292	4094	9530	6126	5978	4738	5444	4950
BSG	36908	53888	32832	63082	50608	22470	34454	27298	31584	96796	85252	74724	55180	59602	59102
BSN	226	294	274	258	290	586	316	270	116	150	918	424	140	84	88
BSN-AS2	20	0	4	14	8	12	0	12	12	12	12	6	16	0	6
BSND	16	6	4	4	10	14	10	4	0	8	50	16	4	6	0
BSPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSPRY	198	92	14	68	186	138	52	14	84	532	364	98	36	58	212
BST1	76	38	24	22	54	64	24	26	44	50	74	26	20	32	30
BST2	744	184	346	3512	2534	392	196	286	2072	10482	960	686	2314	8028	3716
BSX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTAF1	6626	5082	9298	9898	7064	10824	4964	6140	5104	5302	6244	8692	3938	3588	1842
BTBD1	9746	5326	14868	12858	9468	9982	5552	8586	5452	5980	6352	6644	5350	5594	3466
BTBD10	1840	3190	8182	12316	6600	2970	2456	4436	4798	6404	2874	4692	5084	8782	3812
BTBD11	1296	334	232	592	228	1580	226	196	20	118	1786	476	196	312	138
BTBD16	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
BTBD17	298	6	0	2	12	374	12	2	2	2	804	18	2	0	0
BTBD18	24	10	2	4	8	22	10	4	8	8	8	16	0	4	4
BTBD19	0	14	22	38	80	22	4	48	68	136	32	24	24	54	36
BTBD2	1866	3508	4532	12160	6096	2930	2374	3460	3600	9982	6628	5598	6728	8944	6434
BTBD3	14560	6578	32800	56668	30664	23640	9436	21230	15610	15476	8846	8990	8364	10392	6232
BTBD6	418	794	922	1132	966	308	508	590	592	1648	1184	830	944	1206	966
BTBD7	8520	5664	14822	17366	11904	14174	6626	9974	6822	7280	7700	7726	5028	6278	3786
BTBD8	56	18	166	442	326	98	48	126	254	120	32	66	82	38	26
BTBD9	366	464	302	1316	854	1038	694	246	360	412	766	584	158	284	220
BTC	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0
BTD	710	594	712	1834	1216	680	526	604	614	970	814	950	644	812	500
BTF3	46286	25726	26062	28784	20176	30270	19212	17560	16720	35374	46878	35620	28658	34116	19290
BTF3L4	15928	3618	8948	9376	8530	11296	3696	5228	4614	4262	6936	6254	3456	2944	2270
BTF3P11	12	2	2	14	8	8	6	12	2	2	6	6	6	6	2
BTG1	4284	1190	2008	7656	3136	3460	1136	1596	2118	4186	3106	1802	1478	3506	1670
BTG2	268	964	5082	10724	6860	408	1262	3964	6960	11556	266	1450	2678	3776	3746
BTG3	3872	2700	4426	7542	5148	1948	3678	2876	2844	2980	1716	5330	2388	3606	1918
BTG4	0	6	6	0	2	0	10	0	4	0	0	2	4	0	0
BTK	12	48	180	334	240	52	52	182	88	130	20	64	128	46	132
BTLA	14	0	4	20	0	12	2	10	2	6	4	2	0	0	4
BTN1A1	78	4	0	0	8	24	0	0	0	12	24	12	0	0	2
BTN2A1	644	994	1680	3308	1570	1110	916	1192	1134	2552	1026	1052	998	2012	962
BTN2A2	358	154	390	1674	1214	684	284	390	354	628	498	406	266	404	224
BTN2A3P	34	34	68	126	98	102	76	40	54	82	76	116	34	20	16
BTN3A1	36	26	8	88	170	86	22	10	34	70	142	62	30	14	42
BTN3A2	44	12	8	80	178	82	14	2	18	118	136	118	12	40	42
BTN3A3	0	4	24	62	94	18	4	36	52	30	10	16	36	24	8
BTNL2	74	30	42	14	6	64	44	20	6	6	46	48	6	2	2
BTNL3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
BTNL8	0	4	8	0	0	0	2	26	0	0	6	2	10	0	0
BTNL9	0	6	4	0	0	18	0	2	0	6	22	8	4	4	0
BTRC	3812	3890	6690	10124	5324	6872	3640	5312	4072	6050	6220	5250	4606	3386	3116
BUB1	17134	10762	24164	21980	11876	22752	14312	18910	8576	12584	15914	20094	14468	10896	6430
BUB1B	16742	7282	18590	12600	8006	23472	9006	14022	5416	7838	15978	12496	7360	4324	3694
BUB3	39830	12252	19534	18204	12116	36384	11816	12554	6496	11094	31734	16432	10302	9644	5856
BUD13	1898	2932	2316	2918	2144	2502	2246	1970	1130	2406	3652	4540	2348	2554	1470
BUD31	9896	6096	4454	5386	3378	3884	4032	2918	2208	5398	7200	7402	4522	5726	2982
BVES	380	772	1994	3018	1872	542	838	1086	682	618	536	1860	690	770	504
